Input,Output
是不是对方的卧底,我对客户负责
我对客户负责,我要对律所负责
所以你就调查了我,谈不上
谈不上,戴曦我们既然把话说到这
戴曦我们既然把话说到这,我正好要问问你
我正好要问问你,你说教授对林晓琳进行性骚扰
你说教授对林晓琳进行性骚扰,你又不在现场
你又不在现场,你仅仅凭林晓琳的一面之词
我相信他说的所有的话,那么我跟封印也不是昨天才认识
那么我跟封印也不是昨天才认识,我像你这么大的时候
我像你这么大的时候,我就跟他在一起
我就跟他在一起,我相信他
我相信他,所以我认定这件事情他一定是被陷害的
动机是什么呢,这就是我找你来的原因
这就是我找你来的原因,你不觉得这件事情很蹊跷吗
你不觉得这件事情很蹊跷吗,按道理说
按道理说,疑罪从无
疑罪从无,这所有的一切一切的消息都是来自顾捷
这所有的一切一切的消息都是来自顾捷,其他人一概不知
其他人一概不知,而封印如果不接受他的前提条件
而封印如果不接受他的前提条件,那么就要被诉诸法律
那么就要被诉诸法律,所以大家就莫名其妙的搞了一个投票
所以大家就莫名其妙的搞了一个投票,封印也就这么莫名其妙的下来
所以你就认为这一切都是顾捷老师搞的鬼,否则顾捷为什么坚持不告诉大家
否则顾捷为什么坚持不告诉大家,那女孩是谁
那女孩是谁,他叫什么
他叫什么,他是干什么的
他是干什么的,他的联络方式
他的联络方式,他的家庭地址
我都没有说出他的名字,这件事情跟封印的事情完全不一样
这件事情跟封印的事情完全不一样,你是为了保护你的同学
你是为了保护你的同学,不愿说出受害者的名字
不愿说出受害者的名字,而封印这件事情有没有受害者
而封印这件事情有没有受害者,到底有没有受害者
到底有没有受害者,这个人都不一定
包括封印他也知道他都已经去了人家女孩家了,我说了他是被陷害的
我说了他是被陷害的,他喝多了他断片了
他为什么要去人女孩家,你这个逻辑好搞笑
你这个逻辑好搞笑,比如说现在这是我家
比如说现在这是我家,你在我家里如果说我在你喝的水里下了东西
你在我家里如果说我在你喝的水里下了东西,难道说不管发生了什么
难道说不管发生了什么,最终的结果都由你自己来承担吗
因为顾捷他就是封印下课这件事情的发起者和获利者,没错
没错,所以我必须找到这个人
所以我必须找到这个人,如果这个人存在的话
你怎么办,那就请给我证据
如果他拿不出证据,那就是诬陷
这种事情本来就很难拿出证据的,如果你不想干
如果你不想干,你就明说
你就明说,不用在这推三阻四
确实不大想跟人家当枪使,你说什么 当枪使
你说什么 当枪使,好
好,我懂了
我懂了,良禽择木而栖
良禽择木而栖,顾捷是不是承诺你可以选一个新的老师
但是我拒绝了,为什么拒绝呢
您希望我接受,你是想让我亲口说出
你是想让我亲口说出,我希望你接受
我希望你接受,这样你就不用有内疚感和负罪感了吧
你居然认为我是这种人,那你是哪种人
那你是哪种人,我只不过想让你去搞清楚这个女孩到底是谁
我只不过想让你去搞清楚这个女孩到底是谁,你在这绕一圈子
你在这绕一圈子,我只能理解为你不想做
那你说一个不狭隘的,我听听
稍有不慎的话就会被套进去了,为什么要套她
为什么要套她,你给我出去
别生气,我一点都没生气
我这是在跟您探讨,不需要探讨我自己可以解决
不需要探讨我自己可以解决,时间不早了
时间不早了,出去
出去,赵旭把封印的照片给摘了
封印也摘过其他人的照片,封印当时摘廖佳敏的照片
封印当时摘廖佳敏的照片,是因为廖佳敏他走了
是因为廖佳敏他走了,可是封印现在并没有走人
可是封印现在并没有走人,他起码名义上还是我们所的顾问
所以他还占着本所最大的办公室,我以为赵旭他没有经过你的同意就
罗槟怎么样问了没有,问了
问了,戴曦确实有背景
什么背景,应该还挺深的
应该还挺深的,罗槟说他不能泄露
我还不信,我认识罗槟20年了
我认识罗槟20年了,他桀骜不驯
他桀骜不驯,独来独往
独来独往,谁的账也不买
谁的账也不买,可是对于戴曦
可是对于戴曦,说句实话
说句实话,如果戴曦没有什么背景的话
如果戴曦没有什么背景的话,罗槟一个什么人都不忍的人
罗槟一个什么人都不忍的人,为什么要忍他呢
为什么要忍他呢,而且这姑娘刚刚到我们律所的时候就得罪了最大的客户
而且这姑娘刚刚到我们律所的时候就得罪了最大的客户,当时把封印气个半死也没辙
当时把封印气个半死也没辙,我估计封印应该也知道她的背景
好,你去哪儿
您去哪,跟你的地方一致
我也是,那你按楼层女士优先
对不对,我可以去找保安
我可以去找保安,让他调监控
而且不能让你随便进小区进入到,我也可以把他的照片发到网上
我也可以把他的照片发到网上,就说这是我偶然邂逅的一个女孩
就说这是我偶然邂逅的一个女孩,我一直对他念念不忘
我一直对他念念不忘,这是我的真爱
这是我的真爱,我让广大网友帮我找的
特别是他的住址,为什么
会找人去骚扰他,你就不怕我亲自骚扰他
你没那么无耻,谢谢夸奖
这不是夸奖,我们到底要在这站多久
我都必须在现场,同意
你一定不能把我排除在外,你到底摁不摁电梯
以后见我需要预约,我刚从黄珏那回来
我刚从黄珏那回来,当时他的这个案子很轰动
你那个时候是他的跟班,我想请问你
我想请问你,为什么把封印骗到黄珏家里去
我只是陪他前往,那你为什么不告诉封印
那你为什么不告诉封印,黄珏是谁呢
比如说顾捷老师的行车记录仪记录了他和黄珏所有的,是不可能的
您当时,我赌他不知道
那他万一知道,不存在这个万一
为什么,因为他是顾颉
你的意思是他蠢,我是说他没那么坏
什么意思啊,不够坏的人做了坏事会心虚
不够坏的人做了坏事会心虚,因为他知道自己做了坏事
因为他知道自己做了坏事,所以只要你跟他说行车记录仪记录了他在车里的一举一动
所以只要你跟他说行车记录仪记录了他在车里的一举一动,一言一行
一言一行,他的脑子马上就会去扫描自己在车里说过的哪一句错话
他的脑子马上就会去扫描自己在车里说过的哪一句错话,根本没有内存来反应
根本没有内存来反应,正常的行驶记录仪到底能记录多长时间内
怎么回事,什么怎么回事
他说你借给他妈妈那笔钱,没怎么回事儿
说,您还记得她吗
您还记得她吗,她妈当时老到咱们律师所去找您
她妈当时老到咱们律师所去找您,您让我接待的
然后,他就跟我说
他就跟我说,虽然房子卖了搬了家了
虽然房子卖了搬了家了,名字也改了
名字也改了,但是还是老被别人挖出来
但是还是老被别人挖出来,不得安宁
不得安宁,所以他就想带着女儿出国留学
所以他就想带着女儿出国留学,但是还差点钱
你就借给他了,事实上我是跟他说
事实上我是跟他说,咱们帮他筹集了一笔捐助款
多少钱,怎么
怎么,你要还我
你当时哪来这么多钱,我结婚的钱
我知道蓝红为什么不嫁给你了,我没这么伟大
我没这么伟大,是蓝红不嫁给我在先
你一气之下就把那笔结婚的款子给捐了,反正留着也没什么用
刚才赵旭来找过你,什么事
是顾捷安排的,那他的意思是别人非逼着他占我的办公室
你怎么了,没事
你不想说就算了,老大交给我一件棘手的事
老大交给我一件棘手的事,非常头疼
最后还是会绕到你这,你有什么建议吗
还有他自己的儿子 蓝红都是带着她女儿到她娘家去吃年夜饭,那要账这事儿
再加上你们俩之间还有那么一段,不是我话还没说完
不是我话还没说完,你干吗把我拉出来跟你说
你干吗把我拉出来跟你说,等你说完 人家就该把你赶出来了
等你说完 人家就该把你赶出来了,不是咱那1650万
不是咱那1650万,我现在知道你为什么要不回来了
我现在知道你为什么要不回来了,咱俩一块来了
咱俩一块来了,我也没见到你占上风
我也没见到你占上风,那咱俩一块来了
那咱俩一块来了,我也没见到你占上风
我也没见到你占上风,我们
我们,我们不是来为了占客户上风的
我们不是来为了占客户上风的,作为律师不能只讲客户爱听的话
作为律师不能只讲客户爱听的话,那你也不能人家不爱听什么你就说什么吧
那你也不能人家不爱听什么你就说什么吧,我就不明白了
我就不明白了,你说他也是律师
你说他也是律师,他为什么反应这么大呢
他为什么反应这么大呢,人家老公还躺在病床上
人家老公还躺在病床上,生死未卜
生死未卜,你就
你就,在跟人家聊遗嘱
在跟人家聊遗嘱,不那什么时候聊
不那什么时候聊,死了之后聊啊
死了之后聊啊,这遗嘱就死了之后聊的吗 不都是活着的时候聊对不对
这遗嘱就死了之后聊的吗 不都是活着的时候聊对不对,你再说他死了之后跟谁聊去
你再说他死了之后跟谁聊去,死了之后聊的遗嘱法律
死了之后聊的遗嘱法律,他能承认吗
他能承认吗,先说给我听听
先说给我听听,我为什么要向你汇报
我为什么要向你汇报,我为什么要向你汇报
我为什么要向你汇报,我为什么要向你汇报
我为什么要向你汇报,那你的意思是从今以后咱俩各干各的
那你的意思是从今以后咱俩各干各的,谁都不管谁
谁都不管谁,我不是这个意思
我不是这个意思,咱俩是搭档
咱俩是搭档,我应该知道你要干什么
我应该知道你要干什么,但是你也可以知道我要怎么做
但是你也可以知道我要怎么做,好
好,既然你不愿意让我知道请便吧
既然你不愿意让我知道请便吧,我没有说不愿意让你知道
我没有说不愿意让你知道,我不想知道了
我不想知道了,但是请你给他发文字
但是请你给他发文字,不要让我听见
不要让我听见,你必须听
你必须听,我不想听不感兴趣
我不想听不感兴趣,我不管你感不感兴趣
我不管你感不感兴趣,这是工作
这是工作,我们俩在同一条船上
我们俩在同一条船上,我们要同舟共济
我们要同舟共济,你听着我给他的建议
你听着我给他的建议,首先要想方设法找到孙浩翰所在的医院
首先要想方设法找到孙浩翰所在的医院,然后直接过去
然后直接过去,第二点就是要及时的掌握孙浩瀚目前的病情
第二点就是要及时的掌握孙浩瀚目前的病情,第三点
第三点,你见过孙超越吗
你见过孙超越吗,什么意思
什么意思,你不会不知道孙超越是谁
你不会不知道孙超越是谁,我当然知道孙超越是谁
我当然知道孙超越是谁,你前未婚妻的小叔子
你前未婚妻的小叔子,他是拖欠你律师顾问费的
他是拖欠你律师顾问费的,浩瀚超越集团的总裁
浩瀚超越集团的总裁,可是他哥哥才是董事长
可是他哥哥才是董事长,你见过他哥哥吗
你见过他哥哥吗,当然没有了
当然没有了,你说的这么理直气壮
你说的这么理直气壮,我还以为你见过呢
我还以为你见过呢,他太太都见不着的一个人
他太太都见不着的一个人,我到哪去见他
我到哪去见他,这么长时间 你一直在跟谁联系
这么长时间 你一直在跟谁联系,公司法务
公司法务,那你为什么不让公司法务联系
那你为什么不让公司法务联系,你们俩见面
你们俩见面,因为法务总监是蓝红
因为法务总监是蓝红,他不允许
他不允许,法务总监是总裁的嫂子
法务总监是总裁的嫂子,总裁是法务总监的小叔子
总裁是法务总监的小叔子,两个人面合心不合
两个人面合心不合,合着你这么长时间不停的给人家公司发律师函
合着你这么长时间不停的给人家公司发律师函,连总裁的面都没见过
连总裁的面都没见过,这有什么新鲜的
这有什么新鲜的,人家是一公司的总裁对吧
人家是一公司的总裁对吧,又不是公园门口的大石狮子
又不是公园门口的大石狮子,你想见就见
你想见就见,喂栗娜
现在说话方便吗,何赛律师在我车上你说
他是即刻上网球俱乐部的红人教练,太好了
太好了,麻烦你跟你的私教说一声
麻烦你跟你的私教说一声,也帮我约一下场地
也帮我约一下场地,刚巧今天我也想去打一场
待会我就把地址发给你,会打网球吗
会打网球吗,什么意思
什么意思,带你去见公园门口的石狮子
带你去见公园门口的石狮子,见公园门口的石狮子跟会不会打网球有什么关系
见公园门口的石狮子跟会不会打网球有什么关系,因为石狮子去打网球
因为石狮子去打网球,石狮子都是滚
石狮子都是滚,你是说去找孙超越
你是说去找孙超越,加九分
加九分,如果直接反应出来去找孙超越就是10分
如果直接反应出来去找孙超越就是10分,我们可以直接就去找他
我们可以直接就去找他,减一分 因为这样会出卖栗娜
减一分 因为这样会出卖栗娜,你的意思是说我们假装去找他
你的意思是说我们假装去找他,然后在那儿邂逅
然后在那儿邂逅,加10分
加10分,孙总
孙总,幸会
幸会,我是权璟律所的高级合伙人
我是权璟律所的高级合伙人,我叫何赛
我们之前认识吗,我替你们公司打赢了官司
我们公司从来没有输过任何官司,是史上汽车赔偿最高额的案子
是史上汽车赔偿最高额的案子,神反转的那个
神反转的那个,1650万那
我们也不认识各玩各的,我对
我对,之前对你的一些不当言行表示道歉
之前对你的一些不当言行表示道歉,你指哪些
你指哪些,我有点
我有点,有点想不起来了
有点想不起来了,但是我现在有点小激动
但是我现在有点小激动,因为栗娜她跟我说
因为栗娜她跟我说,她说其实你从内心来说还是尊重我的
她说其实你从内心来说还是尊重我的,而且你对我的专业也是非常认可的
而且你对我的专业也是非常认可的,但是我始终表示怀疑
但是我始终表示怀疑,但是刚才你说的那句话说
但是刚才你说的那句话说,说咱们俩是搭档
说咱们俩是搭档,配合完美
配合完美,你负责配合我负责完美
罗老师,进来
进来,什么事电话里说不清楚
我听说你有一个客户要换东家,哪个客户
哪个客户,听谁说的
他让我帮他打听,你等一下我给你拿个毛巾
你等一下我给你拿个毛巾,你可真够敬业的
你可真够敬业的,连夜跑我这来打听
其实我还有别的事儿,什么事儿你说
然后遇到高峰他俩就互相加了微信,说重点
连人家前男友是谁都要问,你到底想说什么
你到底想说什么,我还没听懂
我还没听懂,你为什么这么紧张呢
你为什么这么紧张呢,你是怕他会说出来你没有学历
你是怕他会说出来你没有学历,没毕业
没毕业,这个事儿我真的一直不太理解
这个事儿我真的一直不太理解,没有学历怎么了
没有学历怎么了,为什么不能大大方方的说出来
为什么不能大大方方的说出来,我就是没学历
我就是没学历,但只要肯努力
但只要肯努力,可以继续学
可以继续学,可以继续考
可以继续考,这有什么问题吗
这有什么问题吗,我真的不明白你在担心什么
我真的不明白你在担心什么,你怕什么呢
我是怕,怕什么说出来
怕什么说出来,我们一起解决
我是怕如果他们知道我没有学历,又怎么样呢
又怎么样呢,怕他们嘲笑你
怕他们嘲笑你,歧视你
歧视你,说戴曦没有学历还在我们这儿混
说戴曦没有学历还在我们这儿混,这是什么
这是什么,滥竽充数
滥竽充数,鱼目混珠
鱼目混珠,他居然瞒着我们
他居然瞒着我们,这么大一个事情
我不是怕这些,那你怕什么
我是怕我以后不能跟你一起工作了,什么事要专门到电梯口来赢我
封印今天脸色不太好,他肯定是又听到关于他的流言蜚语了
他一来就问我你今天有什么安排,他不会占用我一整天的时间
他还没有来,我都到了
我都到了,我的助理还没来
她可能是去,她一来就告诉她 来找我
他们不打算做尽职调查了,说理由了吗
高层有分歧,我去跟他谈
你打算什么时候跟他们谈,您希望呢
立刻马上现在,可是浩瀚超越那边
我已经交给何赛了,何塞搞不定孙超越
就是芝麻和西瓜的关系,我不明白您为什么要这么紧张呢
你就没听说什么风声吗,您是胜利者
您是胜利者,他们是失败者
他们是失败者,作为胜利者你要有雅量
作为胜利者你要有雅量,容忍失败者说三道四
挖墙脚,放心
放心,我跟光睿的关系亲如兄弟
我跟光睿的关系亲如兄弟,他们挖不走
不是如兄弟,帮我约一下光睿
帮我约一下光睿,看中午能不能一起吃个饭
别约饭,那你问一下
他一天都在,谢谢麻烦帮我跟我司机说一声
车已经在楼下等你了,你想换掉我们
你想换掉我们,行
行,昨天有人跟我说我还不信
昨天有人跟我说我还不信,我还觉得完全不可能
我不是不相信你,那是因为什么
走了批人,我没走啊
我没走啊,你还是我负责
我都听说你们律所的丑闻了,什么丑闻
给我装 你们老大的丑闻,没有的事
没有的事,没有的事那全是谣言
你信吗,你一会上我的车
你一会上我的车,我把你拉到一个陌生的地方给你喝点东西你就信了
公司走了那么多人,都是些无足轻重
都是些无足轻重,无关紧要
无关紧要,的小人物
我得考虑其他方案,是关于尽职调查
是关于尽职调查,还是关于换掉我们
出事了,我知道了
我知道了,我正在跟蓝兰沟通
我正在跟蓝兰沟通,蓝红的妹妹也是他的助理
蓝红的妹妹也是他的助理,他正委托我们帮他调查他姐夫公司的股权变更
跟他们签代理协议了吗,还没有
他还不算是我们的客户,不管他是不是我们的客户
怡美家,这不可能啊
这不可能啊,我们昨天晚上还在沟通续约的细节
我是不会站在这和你说这些的,为什么不是百分之百
所以说只有1%的希望,我一定会付出百分之百的努力
我一定会付出百分之百的努力,我在阵地在
真的,你
你,真要拒绝和他和解
真要拒绝和他和解,把他关起来
说明这事也挺严重的,现在情况是这样的
现在情况是这样的,如果他真是你们说的那种变态的话
如果他真是你们说的那种变态的话,捅一个车胎
捅一个车胎,判他是不可能的
判他是不可能的,顶多关他15天
顶多关他15天,如果出来
如果出来,出来起心报复怎么办呢
出来起心报复怎么办呢,咋这样想 他现在已经知道你在哪工作
咋这样想 他现在已经知道你在哪工作,而且你的车牌号他肯定记下来了
而且你的车牌号他肯定记下来了,关他15天
关他15天,出来一定会打击报复你的
出来一定会打击报复你的,到时候你想你是换车还是换工作
到时候你想你是换车还是换工作,你看咱们认识半天了
你看咱们认识半天了,我这人你觉得怎么样
挺热心的,还不错
还不错,是不是
是不是,你必须相信我
你必须相信我,我一定要跟你说句实诚话
我一定要跟你说句实诚话,如果我碰到这种事情
如果我碰到这种事情,我一定赶紧拿钱走人
我一定赶紧拿钱走人,把这事解决了
把这事解决了,现在这世道不怕浑的 不怕横的
现在这世道不怕浑的 不怕横的,就怕这精神有问题了
就怕这精神有问题了,别转头
别转头,他正往这边看呢
他正往这边看呢,别让他记住你的脸
盯着你,徐小姐
徐小姐,今天吓着你了吧
今天吓着你了吧,回家以后洗个热水澡
回家以后洗个热水澡,早点休息
早点休息,明天还上班
你人真的是太好了,你客气了
你客气了,咱们在一栋大楼里面上班
咱们在一栋大楼里面上班,我这也就是举手之劳
我这也就是举手之劳,你看你这么柔柔弱弱的
你看你这么柔柔弱弱的,谁要碰见你这事儿
谁要碰见你这事儿,不伸手帮一把
不伸手帮一把,再说
再说,我这也难得一次英雄救美
我这也难得一次英雄救美,就算是给和谐社会添砖加瓦了
就算是给和谐社会添砖加瓦了,我挺有成就感的
真的不多,你别再夸我了
你别再夸我了,你这一夸我
你这一夸我,这人不经夸你看你夸我紧张了
这人不经夸你看你夸我紧张了,再夸我立马跑到大街上再来一次见义勇为去
好歹给我个机会请您吃饭表达下谢意,你请我吃饭
再见,你知道警察今天给我打电话
你知道警察今天给我打电话,问我是不是程皓的父亲
问我是不是程皓的父亲,我第一时间怎么想的
我第一时间怎么想的,我以为你在路上让人捅死了
我以为你在路上让人捅死了,让车撞死了
让车撞死了,我压根就没想到被逮进去的是你
得合着你也没盼我什么好,你做下什么好了
你做下什么好了,有本事扎人车胎了是吧
有本事扎人车胎了是吧,每天修理人嘴里的零件不够你发泄了
每天修理人嘴里的零件不够你发泄了,你看看你穿着犯罪的衣裳
你看看你穿着犯罪的衣裳,戴着犯罪的帽子
戴着犯罪的帽子,人家姑娘想快速跟你和解
人家姑娘想快速跟你和解,8成是怕你背后报复他
吃饱了有劲骂,程皓你别在这跟我贫自打头两年
程皓你别在这跟我贫自打头两年,你搬出去自个儿住
你搬出去自个儿住,咱爷俩是过得少了
咱爷俩是过得少了,到什么时候我也是你老子今天扎人车胎
到什么时候我也是你老子今天扎人车胎,明天是不是敢扎人了
明天是不是敢扎人了,我程洪斗一辈子行得正
我程洪斗一辈子行得正,不能到老了晚节不保
不能到老了晚节不保,养个犯罪的儿子送不了终
怎么你们都觉得我是一坏人,你们
你们,还有谁你看看
还有谁你看看,说明不是我一个人说你
说明不是我一个人说你,跟您一样
都是一毒舌精,你说谁呢
胃都疼了真是的,你那叫胃病
你那叫胃病,一说让你上医院去看
一说让你上医院去看,你就说忙和着忙着扎人车胎
你就说忙和着忙着扎人车胎,你说你是不是活该
你说你是不是活该,没时间看病
没时间看病,他就有时间得病
面都坨了,这也叫炸酱面
这也叫炸酱面,炸酱面讲究的是面和菜码分开
炸酱面讲究的是面和菜码分开,想吃什么
想吃什么,他们自个儿搁
他们自个儿搁,这什么和猪食呢
别再说话了,这也叫炒牛肉
这也叫炒牛肉,你数数啊
你数数啊,一二三四五
一二三四五,就5片牛肉
就5片牛肉,这底下垫的全是菜
这底下垫的全是菜,凭什么卖我牛肉价啊
咱能优雅点老去吗,我听警察说
我听警察说,你干这种事可能是心理上有问题
你干这种事可能是心理上有问题,我也仔细想了一下
我也仔细想了一下,是你妈突然走了
是你妈突然走了,你才变成现在这样
你才变成现在这样,咱们要不要看看心理医生
你是不是一直没放下我妈呢,吃饭
好我帮你,不好意思
不好意思,我冒昧的问
我冒昧的问,一句
一句,您是干什么工作的
你看我像干什么的,婚介
只不过我这工作的目的地只有一个爱情的坟墓 婚姻,那还是婚介啊
你这人怎么这么轴啊 你告诉我你是干什么的,网约车司机
明白了吧,明白了
明白了,那您就是高级私人婚介
师傅 你是不是闯红灯了,对不起
您这一单肯定是白干了,你这忙叨叨的
你这忙叨叨的,这是还有别的工作
我也不至于这么狼狈,你们这工作也够辛苦的
专职司机 那为什么要干晚班呢,我开始晚上出来开车
我开始晚上出来开车,开车是因为我晚上睡不着觉
开车是因为我晚上睡不着觉,后来晚上拉的客人多了
后来晚上拉的客人多了,我发现他们都是有故事的人
我发现他们都是有故事的人,跟他们说话挺有意思的
又看什么呢,没有
没有,我看你在后面忙忙叨叨的
我看你在后面忙忙叨叨的,今天又要赶场子
我每天不都这样吗,你们这女孩每天都往脸上用多少东西
用最好的东西,你赶完这个场子应该就能休息了
还得练练琴,练琴
练琴,你练什么乐器
这大提琴这么冷门都不好混课教,你是怎么来的
你是怎么来的,北京
没什么不好的,你男朋友呢
早吹了,我说的我第一次见你
我说的我第一次见你,我就觉得你气质特别好
我就觉得你气质特别好,这肯定是跟你的音乐功底有关系
你呢 一直当司机啊,是我是司机
之前咱们就沟通他,老陶 你就看着办
老陶 你就看着办,我相信你你现在再跟我说一遍
我相信你你现在再跟我说一遍,我还是听不懂
你就打算永远不过问了,我会尽快的突破咱们的技术的瓶颈
我会尽快的突破咱们的技术的瓶颈,达到你b轮技术的要求
达到你b轮技术的要求,你放心
没福享,这给你我拿着没用
跟着我干嘛,啊啊啊啊 说说
啊啊啊啊 说说,你好
你好,我不是坏人 您坐过我的车
什么 什么,您坐过我的车
什么 什么车,您坐过我开的车
是吧,您记得那天在我车上说 您是专门干撮合人的事儿的 您是哪个高级
您记得那天在我车上说 您是专门干撮合人的事儿的 您是哪个高级,私人婚恋
私人婚恋,顾问顾问
顾问顾问,我呀 我跟您这些天
我呀 我跟您这些天,我眼瞅着您给撮合成一对
我眼瞅着您给撮合成一对,您这本事啊 我是真看见了
您这本事啊 我是真看见了,我就想请您也帮帮我
拔牙,我喜欢一个姑娘
喜欢一什么,喜欢一个姑娘
果然这年头这坏人都不挂相,我不是坏人
我不是坏人,我就是想请您帮帮我
赶紧走人,这别拿暗恋当饭吃是不是你
你为什么不能帮帮我,你这样你把我当成你的客户
你这样你把我当成你的客户,我给你钱总可以了吧
怎么知道的,我上大学的时候学的是编码和解码
我上大学的时候学的是编码和解码,人肉一个微博博主对于我来说根本没有难度
我的密室密码也是你破解的,密码我没破解
密码我没破解,但你要给我点时间和空间的话
但你要给我点时间和空间的话,这个应该挺简单的
这个应该挺简单的,但那不就离犯罪不远了
我一报警一准你信不信,别别别 我真的没有去破解你的密码
别别别 我真的没有去破解你的密码,我是分析了所有的我能掌握你的资料
我是分析了所有的我能掌握你的资料,我想可能是你父亲的生日
我想可能是你父亲的生日,我一按就点开了
我打你,你这个电话的电话号码是98336833
是不是就跟光着没什么区别,不止
不止,我看了你这几年的体检报告
再看再看,我就是想让你帮帮我
早放弃早解脱,不是 你不是一直说你除了跨物种
不是 你不是一直说你除了跨物种,你就没有撮合不成的事吗
完全不搭边的两类人,我知道
我知道,但是如果你能把我这个事情挑战成功了
但是如果你能把我这个事情挑战成功了,把我们俩撮合成多能体现你的价值
把我们俩撮合成多能体现你的价值,而且这一个多月我来回的接他送他都已经认识我了
你还能对人有什么企图,我们俩还发生了点小故事
我们俩还发生了点小故事,他发现我总是接他的单
他发现我总是接他的单,他就把我给拉黑了
他就把我给拉黑了,还说要投诉我
干嘛非要干这专车司机,开车自由
所谓善意的谎言都是满满的套路,不是不是 皓哥
不是不是 皓哥,我没有别的意思
我没有别的意思,我就想请你帮帮我
否则我真急了,你不是问我为什么既然会编程
你不是问我为什么既然会编程,还要开网约车
都跟我无关了 赶紧走,不是
不是,其实从小我就没什么朋友
其实从小我就没什么朋友,从上小学到中学
从上小学到中学,我们在每一个城市都是只能待三年
我们在每一个城市都是只能待三年,因为我父母他们工作的原因
因为我父母他们工作的原因,我跟这些同学相处还没等处成朋友呢
我跟这些同学相处还没等处成朋友呢,我们家就又搬家了
我们家就又搬家了,所以后来我就不愿意跟他们交往了
所以后来我就不愿意跟他们交往了,跟他们的交流越来越少
跟他们的交流越来越少,我这个人也越来越闭塞
我这个人也越来越闭塞,以至于后来见到陌生人
以至于后来见到陌生人,我都说不出话来
我都说不出话来,所以我上大学的时候我就选了计算机专业
所以我上大学的时候我就选了计算机专业,这样每天面对代码就不用跟人接触了
你后来为什么又开车了,我想试试自己能不能做出一些改变
我想试试自己能不能做出一些改变,我每天开车面对的都是陌生人
我每天开车面对的都是陌生人,我逼着自己跟他们说话
我逼着自己跟他们说话,谁不想让自己变得好一点
谁不想让自己变得好一点,我就这样遇见了乔伊林
我就这样遇见了乔伊林,我第一次见她
我第一次见她,我就动心了
我就动心了,我越接触他就越喜欢
我越接触他就越喜欢,但是我不知道应该去怎么追求他
但是我不知道应该去怎么追求他,我就只能修改订单系统
我就只能修改订单系统,这样他就会多订我的车
这样他就会多订我的车,多跟他见面
多跟他见面,以至于他现在一打车就是我的车
以至于他现在一打车就是我的车,一打车就是我的车
一打车就是我的车,他现在都觉得我不是好人了
谁会觉得你是好人,我知道凭我自己肯定是不行
我知道凭我自己肯定是不行,所以我真诚的拜托你
所以我真诚的拜托你,真的
真的,你看你的微博我都看了多少遍了
你看你的微博我都看了多少遍了,我照着你说的那些方法改造了我自己
我照着你说的那些方法改造了我自己,就这个御泥坊独有配方的面膜我都买了好多了
真不缺您一个赶紧走,不不不 我并不想为难你
不不不 我并不想为难你,真的
真的,哪怕是你帮了我了
哪怕是你帮了我了,我还追不上他
我还追不上他,这无所谓的对吧
这无所谓的对吧,对吧
对吧,我只是想请你帮我一个忙
我只是想请你帮我一个忙,哪怕是我们俩能够面对面的坐下来吃个饭
哪怕是我们俩能够面对面的坐下来吃个饭,对吧
对吧,别总是坐在后面看我一个后脑勺
别总是坐在后面看我一个后脑勺,我们俩能够堂堂正正的面对面的让他看看我这个人
我们俩能够堂堂正正的面对面的让他看看我这个人,别总觉得我是坏人好吗
你也不怕是么,我想试试
咱能不能死心了,太好了
疼不疼,没事
没事,我塞上它就好了
咱们去医院现在就去,没事真的没事
没事真的没事,那个刚才什么人
然后我没走成你就来了,这帮混蛋
这帮混蛋,混蛋
倒是你 为什么会正好出现,你那儿还有纸吗
你那儿还有纸吗,我擦擦手
你想干嘛,你相信我
你相信我,我不是什么坏人
我不是什么坏人,真的不是坏人
真的不是坏人,我要是坏人
我要是坏人,我受老天爷诅咒
我受老天爷诅咒,诅咒我现在流鼻血而死
诅咒我现在流鼻血而死,你看不流鼻血了
你看不流鼻血了,所以说我不是坏人
所以说我不是坏人,那个
那个,我
我,我送你回家
这个都留给你们先走了,乔小姐
乔小姐,乔小姐
乔小姐,你要是相信我相信我不是坏人的话
你要是相信我相信我不是坏人的话,以后你晚上就把我包了
以后你晚上就把我包了,不是说以后你晚上就把我那个车包了
不是说以后你晚上就把我那个车包了,你看你每天晚上跑场
你看你每天晚上跑场,这么晚了不安全
这么晚了不安全,我给你当保镖
我给你当保镖,然后我还给你车费打折
确定你不用去医院,不用
真敢往上冲,刚开始我看到这些人
刚开始我看到这些人,我还真以为是你找的人
我还真以为是你找的人,我还想找这么多群众演员
我还想找这么多群众演员,辛苦你
辛苦你,我等我挨了头一下我就明白了
我等我挨了头一下我就明白了,这是碰见真的了
就算没怂,遇见真流氓那更不能跑了
其中哪个手没轻没重的真把你交代在那,我是挺心疼乔伊林的
我是挺心疼乔伊林的,我第一次见到他
我第一次见到他,凌晨3:00
凌晨3:00,你见过北京凌晨3:00什么样吗
少,我这一年不是总夜里出来拉活
我这一年不是总夜里出来拉活,我看的挺多的
我看的挺多的,早点摊
早点摊,接替夜食的、卖菜的、卖水果的快递
接替夜食的、卖菜的、卖水果的快递,再有像我和乔伊林这样
再有像我和乔伊林这样,刚下夜班的
刚下夜班的,除了在工体啊
除了在工体啊,什么三里屯混夜场的那些男女
什么三里屯混夜场的那些男女,那么多人
