Input,Output
他们这两口子吧 也不给我做饭吃,这明玉呢 叫人给我送饭来
这明玉呢 叫人给我送饭来,他们还跟人家闹
他们还跟人家闹,都动警察了
都动警察了,警察 不是 怎么警察也来了呀
警察 不是 怎么警察也来了呀,明哲
明哲,爸这心里憋屈呀
爸这心里憋屈呀,你 你快点买机票吧 让我去美国吧
你 你快点买机票吧 让我去美国吧,爸 你别着急啊
爸 你别着急啊,这样 你的签证信息啊 我都已经准备好了
这样 你的签证信息啊 我都已经准备好了,我现在就发给明成
我现在就发给明成,我已经安排好了
我已经安排好了,你到上海的面签
你到上海的面签,只要签证一拿到
只要签证一拿到,我立刻接你来美国
我立刻接你来美国,快点办吧快点办吧
快点办吧快点办吧,好的 好的
明哲 你找到了吗,找到了 找到了
我看咱爸的心啊 早就飞到美国去了,好事啊
好事啊,咱们熬到头了
喂大哥,明玉啊
明玉啊,咱爸又给我来电话了
咱爸又给我来电话了,说了今天的事
说了今天的事,今天这事啊 确实是你二哥不对
大哥我现在在外边呢,而且我也觉得 你二哥和二嫂啊 没有能力照顾咱爸
而且我也觉得 你二哥和二嫂啊 没有能力照顾咱爸,我倒是觉得你应该多去去啊 跟咱爸沟通一下
我倒是觉得你应该多去去啊 跟咱爸沟通一下,也算是替你二哥二嫂分担一下嘛
也算是替你二哥二嫂分担一下嘛,咱们做儿女的不能让老人受罪
咱们做儿女的不能让老人受罪,对不对
大哥 我正在吃,而且我觉得 咱爸要是心情不好了
而且我觉得 咱爸要是心情不好了,那还会生病
那还会生病,这一生病 怎么办签证
这一生病 怎么办签证,怎么来美国
别管别人家家事,明成 这就是说再过一个礼拜我护照就拿着了
明成 这就是说再过一个礼拜我护照就拿着了,就这么顺利
就这么顺利,真没想能到这么顺利把签证拿下来
真没想能到这么顺利把签证拿下来,我都没想到
我都没想到,就是
就是,这一大早上把我给紧张的啊
这一大早上把我给紧张的啊,别紧张别紧张
别紧张别紧张,这时候踏实了
这时候踏实了,你赶紧给你大哥打电话
你赶紧给你大哥打电话,让他买机票
让他买机票,好
好,谁的电话
谁的电话,谁的电话
是不是你已经背着我把你爸接过来了,我这 我爸迟早都要来的嘛
我这 我爸迟早都要来的嘛,签证早办也没有错
签证早办也没有错,而且签证的有效期很长
而且签证的有效期很长,等我爸要来了 再给他买张
等我爸要来了 再给他买张,机票就行了
我看他的心早就已经飞到美国了,我也没想到 签证这么快就办好了
是不是,我也好歹是名校毕业的高材生
我也好歹是名校毕业的高材生,请你相信我
请你相信我,我肯定会找到工作的
能不能放下身段,什么意思
你为什么就不可以跟人学学呢,你让我学他们 去当个蓝领
你让我学他们 去当个蓝领,去干体力活
人一个月挣的不比你原来少,行行行 不说了啊
行行行 不说了啊,下个月就是招聘季 我会成功的
有收入总比没收入强,因为我们还没有到山穷水尽的这一步啊
因为我们还没有到山穷水尽的这一步啊,为什么就不肯相信我呢
再说以你的性格又做不了管理层,我的性格怎么了
我的性格怎么了,我从一个小地方一步步努力到现在
我从一个小地方一步步努力到现在,我是不会轻易被淘汰的
我是不会轻易被淘汰的,我绝不放弃
让他们帮我带,你要干嘛
为了你尽孝,我爸来美国 
我爸来美国 , 你把孩子送走干嘛
因为我没法同时照顾你爸和宝宝两个人,那你就舍得孩子跟我们分开吗
我也不能因为此事和你离婚,我跟你说 孩子不能离开我们
我跟你说 孩子不能离开我们,孩子的成长只有一次 我们不能错过的
孩子的成长只有一次 我们不能错过的,而且孩子这么小就离开父母 会伤害她的感情
而且孩子这么小就离开父母 会伤害她的感情,会影响她的心理健康
你说,我要把我爸接回来
我就把宝宝送走,儿子 那件衣裳爸真喜欢
儿子 那件衣裳爸真喜欢,我看出来了
我看出来了,我也喜欢 好看啊
我也喜欢 好看啊,所以多少钱都不多 买 就开心
所以多少钱都不多 买 就开心,谢谢儿子
谢谢儿子,爸您别这么说
爸您别这么说,儿子给老子花钱 这不天经地义吗
儿子给老子花钱 这不天经地义吗,以后您永远别说谢谢
以后您永远别说谢谢,说得我心里不舒服
说得我心里不舒服,不能再买了啊
不能再买了啊,够了够了
够了够了,我这心里都过意不去了都
我这心里都过意不去了都,爸 你别客气
爸 你别客气,想怎么样就怎么样
想怎么样就怎么样,就这么几天了
就这么几天了,马上就要去我大哥那了
马上就要去我大哥那了,出国咱不得有里有面的
出国咱不得有里有面的,咱不能丢中国人脸吧
咱不能丢中国人脸吧,再说了 我小的时候给你添这么多麻烦
再说了 我小的时候给你添这么多麻烦,是不是
是不是,这下您去美国了
这下您去美国了,我心里边真的是不舍得
我心里边真的是不舍得,所以出国之前 您随便 我爱你 爸
所以出国之前 您随便 我爱你 爸,你的愿望我都满足
你的愿望我都满足,爸真有个愿望
爸真有个愿望,你得满足爸
你得满足爸,药我拿好了
药我拿好了,我来抱孩子吧
我来抱孩子吧,我来抱吧 孩子也没多大事
不然我就跟你拼了,不是 当时孩子摔倒的时候咱们都不在身边
不是 当时孩子摔倒的时候咱们都不在身边,咱们都有责任的好吗
那要不是因为你们家的事情会这样吗,能不能讲点道理呀
能不能讲点道理呀,当时是你在跟我吵架
你有没有想过我们母女两个人,别在这样啊 再吵架
别在这样啊 再吵架,回头把孩子又吓着了
傲对群雄 他简直判若两人哪,我爸年轻的时候
我爸年轻的时候,今年在座的这几个老伙伴 的确是看不起他
今年在座的这几个老伙伴 的确是看不起他,今天他可出气了
今天他可出气了,我也为我爸高兴
我也为我爸高兴,你看见那几个人 那眼神真的是羡慕妒忌恨 我看着也痛快
你看见那几个人 那眼神真的是羡慕妒忌恨 我看着也痛快,挺好
挺好,今天咱们这饭 吃得好
今天咱们这饭 吃得好,钱花的也值
这算什么嘛,算了算了算了
算了算了算了,别想这些了
别想这些了,只要他高高兴兴的就行
只要他高高兴兴的就行,赶紧去美国
匪夷所思的事情,就是就是我也没见过我爸这一面
就是就是我也没见过我爸这一面,真的挺吓人的
真的挺吓人的,我妈在的时候就跟我说过
我妈在的时候就跟我说过,我爸就欠收拾
我爸就欠收拾,咱们才管了爸几天
咱们才管了爸几天,我妈管了我爸一辈子 我心疼
咱们就轻松了,对
对,等他走了
等他走了,一切都回归于正常
一切都回归于正常,我还像小公主
我还像小公主,一样宠着你
记住你说的话,永远忘不掉
回来的时候 有的你忙的呢,去美国 企业家交流会
去美国 企业家交流会,这不明摆着支走你
这不明摆着支走你,然后一脚把我踢开吗
想太多老得快啊,我老了也很帅
我老了也很帅,你看你那没心没肺的样 你都被架空了
你看你那没心没肺的样 你都被架空了,你怎么还那么信任他呢
你怎么还那么信任他呢,你这叫愚忠 你知道吗
必须愚忠到底,打住
打住,你想愚忠 别拉着我陪葬啊
你想愚忠 别拉着我陪葬啊,真要冲我来
真要冲我来,大不了我不干了
大不了我不干了,此处不留爷
此处不留爷,自有留爷处
我得去提醒一下老蒙,兄弟就是兄弟啊 确实比妞强
兄弟就是兄弟啊 确实比妞强,这话说回来了
这话说回来了,这趟去美国
这趟去美国,万一还是老蒙跟姓孙的下的一盘棋
万一还是老蒙跟姓孙的下的一盘棋,你怎么办
等我回来一切就都清楚了,喂 明成
喂 明成,哥 你怎么回事
哥 你怎么回事,为什么爸去不了美国了
为什么爸去不了美国了,明成
明成,大哥这边有些事情 暂时不方便让爸来美国
大哥这边有些事情 暂时不方便让爸来美国,你有什么事啊
你有什么事啊,你就别问了
你就别问了,等爸能来的时候 我自然会通知你的
等爸能来的时候 我自然会通知你的,我当然要问清楚了 到底发生什么事了
我当然要问清楚了 到底发生什么事了,这件事情发生的有如晴天霹雳
这件事情发生的有如晴天霹雳,天霹雳啊哥
天霹雳啊哥,你知不知道爸
你知不知道爸,他很难受很伤心啊
他很难受很伤心啊,我不是说了吗
我不是说了吗,咱爸暂时不能来美国
咱爸暂时不能来美国,你就不能暂时替我安顿一下爸吗
你就不能暂时替我安顿一下爸吗,那你最起码要告诉我理由啊
那你最起码要告诉我理由啊,而且哥 当时去美国是你定的
而且哥 当时去美国是你定的,把老头弄得高高兴兴的
把老头弄得高高兴兴的,他现在每天在国内又请客吃饭
他现在每天在国内又请客吃饭,又要去蒸桑拿
又要去蒸桑拿,压根就没给自己留后路
压根就没给自己留后路,对吧
对吧,现在面签也办好了
现在面签也办好了,你突然一下说不去了
你突然一下说不去了,你想过爸的感受吗
你想过爸的感受吗,没错 是我定的
没错 是我定的,我是看爸没有人管
我是看爸没有人管,你们就没责任吗
你们就没责任吗,你们要是把爸照顾得很好的话
你们要是把爸照顾得很好的话,爸至于这么着急来美国吗
爸至于这么着急来美国吗,孙明哲 你是不是有病啊你
孙明哲 你是不是有病啊你,你朝我喊什么
你朝我喊什么,就是你定的去美国
就是你定的去美国,又不是我骗爸
又不是我骗爸,你还有理了
你还有理了,明成 算大哥求你了好吗
明成 算大哥求你了好吗,你就帮大哥再管一阵子爸
你就帮大哥再管一阵子爸,你不告诉我原因 我就不管
你不告诉我原因 我就不管,你不管我也不管 咱们谁都别管
你不管我也不管 咱们谁都别管,我告诉你
我告诉你,我回头给爸买张机票
我回头给爸买张机票,我把他送到美国去
我把他送到美国去,你当面跟他解释清楚
你就不能实话实说吗,你能不能别管
他们能不理解你,我真敢 老婆
我真敢 老婆,我就给爸发到美国去
我就给爸发到美国去,让他当面跟爸说清楚
让他当面跟爸说清楚,我不受这罪
现在呢 什么事都堆到咱们俩这 我真的都快烦死了,要是妈在的话
要是妈在的话,根本就不会发生这样的事
那你去吧,爸 你别哼唧了
爸 你别哼唧了,出去吃一顿就好了
出去吃一顿就好了,再这么慎这 出去 那好的餐厅就订不着位子了
再这么慎这 出去 那好的餐厅就订不着位子了,我大哥不靠谱
我大哥不靠谱,实在不行
实在不行,你就回老宅子住
你就回老宅子住,我不回老宅
我不回老宅,不是 暂时回去啊 立个规矩
不是 暂时回去啊 立个规矩,三个人轮番照顾你 行不
三个人轮番照顾你 行不,暂时 暂时回
暂时 暂时回,什么意思啊
什么意思啊,什么意思
什么意思,暂时回去 什么意思
暂时回去 什么意思,你哥不管我了
你哥不管我了,你也想不管我了
你也想不管我了,爸现在就剩下你这么一个儿子了
爸现在就剩下你这么一个儿子了,你要是不管我
你要是不管我,我 我可怎么办
我 我可怎么办,爸你别这样
爸你别这样,我没说不管你啊
我没说不管你啊,我哥也没说不管你
我哥也没说不管你,他只是暂时不能把你接到美国去
他只是暂时不能把你接到美国去,反正我不上老宅住去啊
反正我不上老宅住去啊,没想到你哥也靠不住
没想到你哥也靠不住,你们赶紧想想办法 想想办法
你不说话我走了啊,不是 明玉
不是 明玉,你大哥那儿我是去不了了
你大哥那儿我是去不了了,你二哥和你二嫂这儿
你二哥和你二嫂这儿,还有我
还有我,我们商量了商量
我们商量了商量,以后我住哪儿
以后我住哪儿,赡养费问题
赡养费问题,养老的问题
养老的问题,你们坐这儿说说吧
您喜欢哪个选哪个就好了呀,我有仨选择
第一跟我住啊 住我家,不去 不去
您自己住,那我也不去
这可是您自己说不去的啊,我说了 不去
脸算是丢尽了,你丢什么人啊
你丢什么人啊,你看你 这事怨我呀
你看你 这事怨我呀,我真不知道 我欠家里边这么多钱
我真不知道 我欠家里边这么多钱,我记着我都还了
我记着我都还了,而且咱俩还经常往家里买东西
从明玉头上刮下来的,你 你别把这屎盆子往我头上扣好吗
你 你别把这屎盆子往我头上扣好吗,你都不了解情况
你都不了解情况,有些钱都我妈给我的
有些钱都我妈给我的,你 你说 咱们结婚买房子 是我妈说让买的
你 你说 咱们结婚买房子 是我妈说让买的,装修
装修,也是我妈说让装的
也是我妈说让装的,办喜酒也是我妈说让办的
办喜酒也是我妈说让办的,我妈还说 这钱都不用还
我妈还说 这钱都不用还,这这 我们都记着对不对
我爸说 你不觉得很可笑吗,不可笑啊 挺可爱的
不可笑啊 挺可爱的,行了行了
行了行了,睡吧睡吧 明天再说
起来,干什么呀
干什么呀,我已经承认错误
我已经承认错误,那还没完了吗
你还要不要脸,你怎么这么说我 怎么不要脸啊
你怎么这么说我 怎么不要脸啊,人要脸 树要皮 谁不难受啊
人要脸 树要皮 谁不难受啊,我也觉得丢人啊
我也觉得丢人啊,怎么办
怎么办,事情已经发生了
事情已经发生了,你不得把自己调整好吗
你不得把自己调整好吗,有些事就让它过去 就忘了
有些事就让它过去 就忘了,算了
你真不要脸,你别再这么说我了行不行
你别再这么说我了行不行,那你要我怎么样
那你要我怎么样,我现在跑到妈坟前去 我跟她道歉
没这么简单,那你说一复杂的
用实际行动来弥补吧,我 我弥补他
我 我弥补他,我们好好对他 以后他说什么是什么 好好孝敬他不就完了吗不就
我的意思是还钱,你怎么还啊 那么多钱
你怎么还啊 那么多钱,怎么还啊
怎么还啊,我妈为什么给我钱
我妈为什么给我钱,是因为她爱我
是因为她爱我,我也疼她
我也疼她,天下父母疼爱自己的孩子
天下父母疼爱自己的孩子,我们作为子女孝敬父母
我们作为子女孝敬父母,这都是天经地义的事
这都是天经地义的事,再说我爸也没让我还
你就理所当然地啃老是吧,谁啃老了
谁啃老了,你要这么着 我非给你掰扯掰扯
你要这么着 我非给你掰扯掰扯,我们家一共三个孩子
我们家一共三个孩子,那谁天天回去陪爸妈
那谁天天回去陪爸妈,谁聆听他们的心声
谁聆听他们的心声,谁哄他们开心
谁哄他们开心,那不是我们吗
那不是我们吗,所以这是他们喜欢我们的原因
所以这是他们喜欢我们的原因,他们给我们钱的时候 他们也是开心的
他们给我们钱的时候 他们也是开心的,是快乐的
是快乐的,至少我妈是开心的
至少我妈是开心的,这家庭的账 本来就是一笔非常难算的糊涂账
这家庭的账 本来就是一笔非常难算的糊涂账,我爸还给记下来了
我爸还给记下来了,他也真是够无聊的 我觉得
我一个人还我也把它还了,你还 你女中豪杰 你厉害
你还 你女中豪杰 你厉害,咱一块还也得
咱一块还也得,慢慢还 哪有这么多钱
可最后呢 我真觉得我自己无地自容,你完全没有必要无地自容
你完全没有必要无地自容,我告诉你 苏明玉
我告诉你 苏明玉,就是在有意挑事儿 她就这么坏
就是在有意挑事儿 她就这么坏,你无地自容
你无地自容,你正中他下怀 她高兴得要命
然后才会,你说什么呢
你说什么呢,没完了是吧
没完了是吧,越错越离谱
越错越离谱,那你怎么着
那你怎么着,要不然我给你拿把刀 你砍死我
你耍无赖是吧,什么都是你说的对
什么都是你说的对,我 我还能说什么
我 我还能说什么,说的都是废话
你干嘛去,找找清楚的人说去
嗯是什么意思,错了
还钱,还
欠多少还多少,行
什么时候还,你干嘛
你起来,干 干什么
开会,这么晚你 我 我尽力吧
从现在开始 咱们俩呢 节约开支给爸还账,这事你不是明天再说吗？
明天就要执行,我真是彻底被你弄醒了
我真是彻底被你弄醒了,开个会吧 开个会 我再做计划书
开个会吧 开个会 我再做计划书,行
行,先做计划书
先做计划书,再开会
免费的在那,怎么的
怎么的,我这几日不来
我这几日不来,你这眼神也不见长啊
你这眼神也不见长啊,一百
一百,里边有张票
里边有张票,照片数字一样给我打10注
好勒,燕子
燕子,你说我今儿能中1000万吗
你气色好 一定能中,我要中了奖
我要中了奖,我请你吃面
喂,老婆下楼了
你稍等我一下,给我一粒可否
你说的 就给你一粒啊,太抠门了
这真好吃,我也觉得这好吃
他还表扬我了,很巧
很巧,今天周姐也表扬我了
今天周姐也表扬我了,说我最近工作状态非常好
说我最近工作状态非常好,明天还要带我去见一大客户
明天还要带我去见一大客户,你说她是不是要重用我
好好挣钱 不能再让你爸 大哥 明玉 瞧不起咱们,是
羞得慌,借钱 又不是抢劫 你慌什么呀
我怎么可能 怎么可能让人家瞧不起我呢 我受不了的,没有人会瞧不起你
没有人会瞧不起你,你长得漂亮
我不能这样,你别想了
你别想了,钱是我借的
钱是我借的,丢人都丢我的脸
丢人都丢我的脸,我坑多 我不怕
但是咱俩一起花的呀,别说这事了
别说这事了,今天咱们都被领导表扬了
今天咱们都被领导表扬了,对吧
对吧,我们找个地方庆祝一下
我们找个地方庆祝一下,吃顿好的
节衣缩食给爸还账,你这
你这,改天再节
改天再节,咱 咱先庆祝一下啊
走 咱们去超市 买菜回家做饭去,爸 在哪儿呢
爸 在哪儿呢,外面呀
外面呀,还有两个菜就开饭了
还有两个菜就开饭了,回来吧
回来吧,这都几点了才做饭呀
这都几点了才做饭呀,我能饿到这会儿吗
我能饿到这会儿吗,我跟外边吃了
我跟外边吃了,你甭管我了
你甭管我了,挂了啊
怎么了,嫌我们饭开晚了
爸生气了,我们上班族 又不是保姆
我们上班族 又不是保姆,哪能准点开饭
哪能准点开饭,现在越来越过分了
不认识了,老聂
老聂,瞧你这打扮 你要不摘墨镜
瞧你这打扮 你要不摘墨镜,我还以为是一小伙子呢
我还以为是一小伙子呢,你赶紧坐 快快快
你赶紧坐 快快快,老聂 有日子没见了啊
我听说 弟妹走的也突然,挺好
挺好,走得不痛苦
怎么这么快就回来了,本来都要走了
本来都要走了,小儿子舍不得我
小儿子舍不得我,我就往后拖拖呗
我就往后拖拖呗,多陪陪小儿子
大儿子在美国哪个城市啊,哟 说那城市挺大的
哟 说那城市挺大的,旧金山 好像是旧金山
还有什么那个渔人码头 那边方,老聂 打住吧
老聂 打住吧,好像你去过似的
我女儿在美国呀 去年带着我们美国自驾游了一圈 那大一点的城市都去过了,小萍去美国了
全家都在纽约 纽约呀,好
好,赶明去美国 咱俩可以搭个伴啊
问题你什么时候去呀,我这 看我小儿子什么时候放我走呗
我这 看我小儿子什么时候放我走呗,你看 光顾着说话了
你看 光顾着说话了,咱得吃
不用不用不用,你再给上碗面
不用,跟我这一样的啊 再来一碗
我吃过了,干嘛呀 老聂
干嘛呀 老聂,跟我客气什么
跟我客气什么,咱多少日子没见面了
这时候还顶着呢,顶什么顶
顶什么顶,那这么着 喝点啤酒
那这么着 喝点啤酒,你不是爱喝啤酒吗
你不是爱喝啤酒吗,服务员
服务员,你先来一瓶啤酒
怎么了 就吃这个,这不挺好吃的吗
这不挺好吃的吗,孩子们白天都上班
孩子们白天都上班,没人给我做饭
没人给我做饭,我就出来什么好吃吃点什么的呗
我就出来什么好吃吃点什么的呗,你给我吧 你甭管了
还好吃啊,你自个喝啊
你自个喝啊,我就不陪你喝了
好嘞好嘞好嘞,我要是一喝下去 这饭面条就吃不了了
我要是一喝下去 这饭面条就吃不了了,不就浪费了吗
像这种快餐少吃点,这是快餐啊
这是快餐啊,你看我这外边吃点好的
你看我这外边吃点好的,你眼气是不是
你眼气是不是,这 这还是好的呀你
让自己健康喽,我这不享受生活
我这不享受生活,这一顿消费得多少钱哪
还玩那彩票呢,玩着呢 彩票
玩着呢 彩票,一说起彩票来
一说起彩票来,我告诉你 老聂
我告诉你 老聂,那我可是行家啊
那我可是行家啊,我最近又发现一款新彩票
我最近又发现一款新彩票,怎么着
怎么着,你要是愿意我带你入入门
戒了,戒了
那还得玩点科学的,彩票还不科学
搞别的了,那我听听 你现在搞什么别的呢
理财,什么叫理财
小苏啊,您说
交给你来做,感谢周姐
有什么不明白找我啊,好好好
好好好,燕子
燕子,把这几组号打了
好勒,别动
但是呢 听我们人事部主管的口气呀 应该差不多吧,升了 那肯定升了
我还有更开心的事情呢,你说
一万二,这么厉害
这么厉害,双喜临门
双喜临门,咱们去庆祝一下
给爸买点好吃的吧,妈在的时候 买菜的时候全是他干
妈在的时候 买菜的时候全是他干,现在变成这样了
没把爸照顾好,他有钱啊
他有钱啊,嫌我们回来晚 可以自己出去吃
快一点 赶紧做饭去,你不能给他那么多现金
他不是高兴吗,我爸是不靠谱代言人
一会儿还能多吃点,你不该这么纵容爸
你不该这么纵容爸,一天50
一天50,一个月1500
一个月1500,刨去4个周末
刨去4个周末,一年得要
这钱你出 从你的零花钱里面扣,为什么
他是你爸呀,不能再扣了 丽姐
不能再扣了 丽姐,这咱每月给爸还钱
这咱每月给爸还钱,我已经不敢踩油门了
我已经不敢踩油门了,再扣下去 我只能挤公交车了
难道你还想去找别人,逻辑缜密
逻辑缜密,毫无破绽
毫无破绽,好吧
这不就结了吗,喂 明玉啊
我想过去看看你和大嫂,你来看我
你来看我,你现在人在哪啊
现在在洛杉矶呢,你来美国了
你来美国了,这是什么时候的事
这是什么时候的事,我怎么不知道
你们要是忙 咱们就下次再见,我当然在家了
我当然在家了,我的意思是说 你一定要来啊
那你把地址发给我,不用了
不用了,你到了这儿 你就给我来个电话
你到了这儿 你就给我来个电话,我亲自开车去接你 好吗
好,好拜拜
好拜拜,这个明玉呀
这个明玉呀,她怎么这个时候来
她怎么这个时候来,你说我该怎么办
什么怎么办,不能让明玉知道我失业的事情啊
咱们得面对现实,绝对不行
绝对不行,你知道别人是怎么看待失业者的吗
你知道别人是怎么看待失业者的吗,那就是人生的失败者
那就是人生的失败者,loser
loser,我是个loser吗
我是个loser吗,我只是暂时的没有工作罢了
我只是暂时的没有工作罢了,你希望我在明玉的眼中是个什么样的人
你希望我在明玉的眼中是个什么样的人,我在她面前已经丢够人了
我在她面前已经丢够人了,上次我妈走的时候
上次我妈走的时候,我作为苏家的老大
我作为苏家的老大,我原本应该承担起家里的一切
我原本应该承担起家里的一切,可是我做过什么吗
可是我做过什么吗,我妈的墓地
我妈的墓地,墓地 葬礼 都是明玉出的钱
墓地 葬礼 都是明玉出的钱,她这回要是知道我失业了
她这回要是知道我失业了,你看我这个大哥还有脸面吗
再说你忘了 因为你上次的隐瞒 闹得他们之间有误会吗,这次不一样
这次不一样,明玉要是知道
明玉要是知道,我爸不能来美国
我爸不能来美国,是因为我失业了
是因为我失业了,你让我以后怎么面对家里人
你让我以后怎么面对家里人,还有 我爸要是知道这件事情 他再受点刺激
还有 我爸要是知道这件事情 他再受点刺激,出点什么事 你让我怎么办
不明白你,老婆 算我求你好吗
老婆 算我求你好吗,千万别告诉明玉我失业的事
千万别告诉明玉我失业的事,算我求你了行吗
洗碗,我洗 你陪着孩子玩啊 我洗
我洗 你陪着孩子玩啊 我洗,我洗
大叔,小石
您说,你 你能不能帮我个忙
你 你能不能帮我个忙,在你那个餐厅给我留个桌啊
在你那个餐厅给我留个桌啊,我想带客人去你那儿吃饭
没问题啊,太好了 太好了
太好了 太好了,那你这样 你多备几套拿手菜
那你这样 你多备几套拿手菜,再给我发个位置
再给我发个位置,我这就过去
我这就过去,这汤怎么样
不错,合你口味不
好,老聂
老聂,上回你说那理财
上回你说那理财,我回去查了查
我回去查了查,我也看不太懂
我也看不太懂,要不你跟我说说
我也只是略懂 给你说不出什么道道来,别谦虚啊
别谦虚啊,还年轻人玩的
还年轻人玩的,你瞧你现在穿的这身
你瞧你现在穿的这身,戴这帽子 比年轻人还年轻人呢
你看你 你看它干嘛呀,你说你的
就是图个高兴,理财真赚钱哪
财爱理你,不是说有风险吗
一般都能赚到钱,老聂
老聂,理财这事你也带带我呗 教教我
理财这事你也带带我呗 教教我,我也想理财
我也想理财,别一个人吃独食啊
他们得同意喽,我觉得爸有点问题
又有什么问题啊,我回来啊
我回来啊,在垃圾箱里边 发现好多废的彩票
老人家平时也没什么事干 打发打发时间嘛,没你想的那么简单
没你想的那么简单,我妈在的时候 我爸就经常偷钱出来买彩票
我妈在的时候 我爸就经常偷钱出来买彩票,你一下给了他一万二
你一下给了他一万二,我怕他脑子一热全买了
爸他不能这样,我爸是不靠谱代言人
我爸是不靠谱代言人,不是跟你说了吗
行了 别擦了 赶紧去,聊聊
聊聊,我就想问问 那一万二
我就想问问 那一万二,存了吗
存了吗,还没 今天跟你聂叔出去了一趟有点事
还没 今天跟你聂叔出去了一趟有点事,那钱搁哪了
那钱搁哪了,有 有什么事吗
有 有什么事吗,没没没 没什么事
没没没 没什么事,我就是说 钱不能搁在身上
我就是说 钱不能搁在身上,搁在身上 容易丢
搁在身上 容易丢,我觉得还是得存在银行里
我觉得还是得存在银行里,我 我还没想好存不存银行呢
我 我还没想好存不存银行呢,而且这个钱 我也没想好到底怎么用
而且这个钱 我也没想好到底怎么用,对了
对了,你聂叔啊
你聂叔啊,咱别提聂叔啦
咱别提聂叔啦,现在外面骗子真的很多
现在外面骗子真的很多,听我的
听我的,您把钱存在银行里准没错
您把钱存在银行里准没错,你要是懒着存
你要是懒着存,弄不明白
弄不明白,你把钱给我
你把钱给我,我给你存
我给你存,你 你是不是想把那钱要回去
你 你是不是想把那钱要回去,没有啊
没有啊,那你什么意思
那你什么意思,没什么意思
没什么意思,丽丽
爸 怎么了,给我那个钱 是还我账的钱是吧
是 就是还账给您的,你们不是想要回去吧
您误会了,明玉啊 你现在做的不错呀
明玉啊 你现在做的不错呀,代表你们公司来美国商务考察
代表你们公司来美国商务考察,你在你们公司 地位是不是挺高的
那事情解决了吗,也没多大事
也没多大事,跟你大嫂商量着
跟你大嫂商量着,换个房子
换大房子呀 行啊 大哥你现在也不错呀,是这样的
是这样的,上回回来呀 跟你大嫂说了
上回回来呀 跟你大嫂说了,咱爸要来美国养老的事
咱爸要来美国养老的事,可不巧的是
可不巧的是,你大嫂的爸爸妈妈也提出来
你大嫂的爸爸妈妈也提出来,要来美国陪着女儿安度晚年
要来美国陪着女儿安度晚年,你大嫂家跟咱们家可不一样
你大嫂家跟咱们家可不一样,咱们家有三个孩子
咱们家有三个孩子,你大嫂可是独苗
你大嫂可是独苗,这没有任何理由不让他父母来美国
这没有任何理由不让他父母来美国,你说是不是
那肯定啊,所以我跟你大嫂合计着
所以我跟你大嫂合计着,既然两边的老人都要来
既然两边的老人都要来,那现在的房子就有点小了
那现在的房子就有点小了,而且地段啊 也不是特别好
而且地段啊 也不是特别好,离商业区比较远
离商业区比较远,所以我们就合计着 干脆 换个大点的
所以我们就合计着 干脆 换个大点的,之前倒是看上一个 跟房东也谈得差不多了
之前倒是看上一个 跟房东也谈得差不多了,价格也能接受
价格也能接受,但是这房东啊 谈着谈着就开始犹豫了
但是这房东啊 谈着谈着就开始犹豫了,一会卖一会不卖
一会卖一会不卖,所以这事 一时半会停不下来
所以这事 一时半会停不下来,我想着等这边全办妥了
我想着等这边全办妥了,直接把咱爸接来
直接把咱爸接来,直接住新房子 这多好呀
直接住新房子 这多好呀,可没想到
可没想到,就因为这事 明成和爸还跟我急了
你这不纯粹给自己添乱吗,我这话都说出去了
我这话都说出去了,跟爸承诺过了
跟爸承诺过了,那我总不能食言吧
那我总不能食言吧,我必须得做到
我必须得做到,老话说的好
老话说的好,养儿防老
养儿防老,不就是为了养老送终吗
不就是为了养老送终吗,在妈在的时候 我没陪在身边
在妈在的时候 我没陪在身边,咱妈走的时候
咱妈走的时候,我也没送上最后一程
我也没送上最后一程,我这心里有愧
我这心里有愧,我可不希望在咱爸身上 再留有什么遗憾
辛苦大嫂,没想到宝宝这么喜欢明玉呀
挺好,我要是没有失业多好
我要是没有失业多好,明玉来了
明玉来了,回头我再把爸和明成接过来
回头我再把爸和明成接过来,苏家就算齐了
你干嘛呀,不是 我对不起你
不是 我对不起你,你说明玉来了
你说明玉来了,还要你帮我一块撒谎
还要你帮我一块撒谎,对不起
其实我今天挺高兴的,高兴
关键是还喜欢孩子 特别好,那你是只看到明玉这一方面
那你是只看到明玉这一方面,什么时候啊 让你看看你的另外一面
什么时候啊 让你看看你的另外一面,你就知道了
也真的想不明白 她怎么就和你的家里人闹成了那样,这话怎么说呢
这话怎么说呢,我很早就来美国了
我很早就来美国了,就算小时候在家里啊
就算小时候在家里啊,我也只忙着读书
我也只忙着读书,别的我什么都不管
别的我什么都不管,所以明玉和我妈 明玉和我爸
所以明玉和我妈 明玉和我爸,包括明玉和明成
包括明玉和明成,到底怎么回事我也不清楚
到底怎么回事我也不清楚,但是有一点我知道啊
但是有一点我知道啊,我们家要是论吵架
我们家要是论吵架,除了我妈以外
除了我妈以外,没有人是明玉的对手
没有人是明玉的对手,我记得有一年 我放暑假回来
我记得有一年 我放暑假回来,明玉应该是读初中吧
明玉应该是读初中吧,我一进门 就看到明玉和我妈在吵架
我一进门 就看到明玉和我妈在吵架,明成呢 站在一边骂明玉
明成呢 站在一边骂明玉,好像是为了什么复习资料
