Input,Output
我知道这事是我妈做的不对,可我妈已经走了
可我妈已经走了,过去的事就让它过去吧
过去的事就让它过去吧,当务之急是考虑一下怎么照顾我爸
当务之急是考虑一下怎么照顾我爸,当初我在最困难的时候是谁照顾的我
当初我在最困难的时候是谁照顾的我,是我妈
是我妈,我妈为了照顾我月子
我妈为了照顾我月子,提前两年办了病退
提前两年办了病退,孙明哲 你是知道的
孙明哲 你是知道的,她现在一个月得损失多少退休金
她现在一个月得损失多少退休金,一码归一码嘛
一码归一码嘛,你现在说这个事 还有什么意义呢
你现在说这个事 还有什么意义呢,目前的情况是 明成没有能力照顾我爸
目前的情况是 明成没有能力照顾我爸,明玉又不管我爸的事
明玉又不管我爸的事,你让我爸怎么办
你让我爸怎么办,这个时候就需要我们站出来承担责任
这个时候就需要我们站出来承担责任,大度一点
大度一点,别计较这些小事儿
别计较这些小事儿,这怎么能是小事呢
这怎么能是小事呢,你们苏家自己不和谐
你们苏家自己不和谐,又不怪我
又不怪我,再说我也没有欠你们苏家的人情啊
再说我也没有欠你们苏家的人情啊,你们家三个孩子凭什么你爸就由我们一个人负责
你们家三个孩子凭什么你爸就由我们一个人负责,我是苏家的老大呀
我是苏家的老大呀,我一直在美国
我一直在美国,我亏欠家里多少啊
我亏欠家里多少啊,就因为你是老大
就因为你是老大,所以我要跟着你吃苦是吗
所以我要跟着你吃苦是吗,非非 非非 非非
非非 非非 非非,我不光是想照顾我爸
我不光是想照顾我爸,最关键的是 我想跟我爸多相处一段时间
最关键的是 我想跟我爸多相处一段时间,我妈走的时候 我都没有送上最后一程
我妈走的时候 我都没有送上最后一程,我不能再失去我爸了
我不能再失去我爸了,我知道你是最支持我的
我知道你是最支持我的,这回一定要帮我 好吗
这回一定要帮我 好吗,算我求你了
算我求你了,苏明哲
苏明哲,什么话都让你说了
什么话都让你说了,什么理你也都占了
什么理你也都占了,你说你把话说到这个份上
你说你把话说到这个份上,你还要让我怎么样啊
你还要让我怎么样啊,如果我要是不同意的话
如果我要是不同意的话,那就成我不是人了
那就成我不是人了,对吗
对吗,这谁煮的粥啊
那肯定是他啊 这还用问吗,你爸有没有生活常识啊
你爸有没有生活常识啊,自己煮了粥 人不在这
自己煮了粥 人不在这,把咱家给点了就好了
把咱家给点了就好了,走开走开
走开走开,把那给我擦干净了
把那给我擦干净了,我去倒粥 我能干嘛去啊
我去倒粥 我能干嘛去啊,苏明成
怎么了,你爸又一次用了我的毛巾
你爸又一次用了我的毛巾,我都换了多少条毛巾了
听到了吧,你是嘱咐过他
你是嘱咐过他,但他改了吗
但他改了吗,他这不又用了吗
他这不又用了吗,现在怎么办
现在怎么办,我用什么
你用我的,我不要
那你用我爸的,怎么可能
他那是新的呀,那明天又用那个呢
那明天又用那个呢,今天一大早起来就这么多事
今天一大早起来就这么多事,让人会有起床气
让人会有起床气,心情很不好
心情很不好,昨天晚上呢 一惊一乍的
昨天晚上呢 一惊一乍的,我们都没睡好觉
我们都没睡好觉,是不是
是不是,你说吧 接下来的日子怎么过
怎么过 过呀也得,还有 你去看一下那马桶
还有 你去看一下那马桶,你赶紧把这收拾干净了
你赶紧把这收拾干净了,我要用 我还要上班
原来是丽丽嫌弃我呀,刚才那事儿也是太危险了呀
刚才那事儿也是太危险了呀,您看您忘记关火了吧
您看您忘记关火了吧,那个粥把火给扑灭的
那个粥把火给扑灭的,那煤气一直外漏呢
那煤气一直外漏呢,这万一要是真着了火了吧
这万一要是真着了火了吧,那不光是咱家
那不光是咱家,整个楼都得烧着了
整个楼都得烧着了,咱就真闯了大祸了
咱就真闯了大祸了,咱也赔不起有呀
咱也赔不起有呀,这主要的呢 我们还是真的担心您的安全问题 是为您好
吃点啥,我给您叫外卖吧
我给您叫外卖吧,您想吃什么我就给您叫什么
您想吃什么我就给您叫什么,平时呢 我们俩工作忙
平时呢 我们俩工作忙,早餐也都是叫外卖的
早餐也都是叫外卖的,还有午餐和晚餐都是在公司里面叫外卖解决的
我合着不能上你们公司去吃去吧,爸 这个您不用担心
爸 这个您不用担心,现在那个订餐服务特别的方便
现在那个订餐服务特别的方便,那个午餐跟晚餐我都让他们直接送到家里来
我去收拾厕所去,老公 你到底会不会呀
老公 你到底会不会呀,说话呀
吓我一跳啊,你这么说话 你爸肯定觉得是我嫌弃他呀
你这么说话 你爸肯定觉得是我嫌弃他呀,你没发现他开始对我有意见了吗
我缺心眼,你说你爸也是啊 他以前不这样吧
你说你爸也是啊 他以前不这样吧,他现在这个脾气 怎么变得这么倔了呢
过两天他就去美国了,每天一大早的心情都不好
每天一大早的心情都不好,怎么上班呀
唱首歌吧,别闹
太阳,我跟你说
我跟你说,你爸这个签证的事情 你尽快去办
你爸这个签证的事情 你尽快去办,听到没有
你将就点 喝点汤,喂 老公 怎么了
你晚饭给爸提前带回去 好吗,可以
可以,但是你别回来太晚了
但是你别回来太晚了,我跟你爸两个人独处
我跟你爸两个人独处,我觉得好奇怪的
弄点米饭就行了,是不是
是不是,你爸跟你告状
你爸跟你告状,说我订的饭不好吃啊
说我订的饭不好吃啊,我跟你说 中午那个餐厅很贵的
我跟你说 中午那个餐厅很贵的,我平时都舍不得吃的
咱就给他弄红烧肉就行了,好了知道了
你辛苦啊,苏明成
苏明成,你在哪儿呢
我和周经理在外面陪客户呢 怎么了,你马上给我回家
你马上给我回家,你老婆在这个家快要呆不下去了
你老婆在这个家快要呆不下去了,就这样
就这样,这点找我 没好事吧
这点找我 没好事吧,对
对,咱俩该小心了
咱俩该小心了,小心什么呀
小心什么呀,在你这儿被老蒙撞见以后
在你这儿被老蒙撞见以后,我这心里一直不踏实
我这心里一直不踏实,本来我今天是找他汇报工作去了
本来我今天是找他汇报工作去了,他压根没理我
他压根没理我,你猜他把我打发给谁了
你猜他把我打发给谁了,孙副总
孙副总,你知道了
你知道了,他为难你了
他为难你了,他夸我 太可怕了
他夸我 太可怕了,他一直说我是个销售奇才
他一直说我是个销售奇才,走到哪儿都能发光发热
走到哪儿都能发光发热,你说这是不是要逼我走的意思
你说这是不是要逼我走的意思,他是这意思
他是这意思,完了完了完了 我不管啊 这事你得罩着我
完了完了完了 我不管啊 这事你得罩着我,你也要小心一点
你也要小心一点,我估计下一个就得找你了
我估计下一个就得找你了,现在公司里关于我们俩要跳槽的事吧
现在公司里关于我们俩要跳槽的事吧,传的能杀人了
传的能杀人了,你慌什么呀
你慌什么呀,你自己不都说了吗
你自己不都说了吗,这是个传言
这是个传言,传言说1000遍
传言说1000遍,那都变成真的了
那都变成真的了,老公
老公,你看看呀 这么宝贝的杯子 就让爸这么给摔了
你看看呀 这么宝贝的杯子 就让爸这么给摔了,我说我买了两年了
我说我买了两年了,我自己都舍不得用的
是是是,你知不知道这个杯子碎了
你知不知道这个杯子碎了,我的心都快要碎了
我回头再给你买一套新的 好吗,我知道他想请朋友来玩
我知道他想请朋友来玩,我又没有不同意
我又没有不同意,他是不是应该提前给我们打个招呼啊
我们多包容一下 好不好,不是我不包容
不是我不包容,你不能这么维护爸吧
你不能这么维护爸吧,这是对人起码的尊重好不好
这是对人起码的尊重好不好,好不好
好不好,我回来的时候看见一帮人没有脱鞋就踩在那个地毯上面
我回来的时候看见一帮人没有脱鞋就踩在那个地毯上面,满屋子乌烟瘴气的
满屋子乌烟瘴气的,满地都是瓜子
满地都是瓜子,到处都是烟灰
到处都是烟灰,你又不是不知道 这种布料的沙发是特别吸烟味的
你又不是不知道 这种布料的沙发是特别吸烟味的,散都散不掉
他很快就要去美国了,我怎么忍呢
我怎么忍呢,还有你让爸洗个澡行不行啊
我从小到大都闻习惯了 行了,再这么下去
再这么下去,我觉得我已经快要窒息了，我没有办法跟你白头偕老了
买不起机票啊,爸
爸,这签证还没办好呢
亲自办,我回头把资料准备好了就交给明成
我回头把资料准备好了就交给明成,然后呢 让他带你到上海去面签就行了
我看要不你亲自回来办吧,爸
爸,明成没时间管你吗
饿不死,不是
不是,明成他们不做饭的
万一我再把房子给点了呢,什么点了 什么又点了
哥 哥,我说你 是不是没有把爸照顾好啊
没有啊 把爸照顾的挺好的呀,那爸刚才怎么说吃不好
那爸刚才怎么说吃不好,然后天天吃外卖
然后天天吃外卖,我说你们俩 就不能给爸做个饭呢
而且我们大家都是一起吃的,明成啊 爸的肠胃一直都不好
明成啊 爸的肠胃一直都不好,吃外面的东西一定要小心
好 我明白了,你们俩抽空一定要多陪爸说说话
你们俩抽空一定要多陪爸说说话,爸一个人在家很孤单的
只要爸高兴 爸高兴最重要,爸在说什么
好不,甭管老孟怎么处理
甭管老孟怎么处理,我肯定都比你惨
我肯定都比你惨,你要有什么消息
你要有什么消息,第一时间告诉我
第一时间告诉我,吃宵夜去吧 小龙虾
吃宵夜去吧 小龙虾,居然有时间跟我吃宵夜
居然有时间跟我吃宵夜,跟女朋友分手了吧
跟女朋友分手了吧,她非要那个包 特别矫情
她非要那个包 特别矫情,分了
分了,真分了
真分了,你就说你去不去吧
你就说你去不去吧,不去
不去,我有约会
我有约会,谁呀
谁呀,你猜
你猜,你这有意思吗
你这有意思吗,你快告诉我谁
你快告诉我谁,别吃宵夜了
别吃宵夜了,买包去了
买包去了,Hi
Hi,回来了
回来了,今天超市大减价
今天超市大减价,所以我多买了些 帮我递东西
所以我多买了些 帮我递东西,非非啊
非非啊,我失业了
我失业了,没事
没事,再找呗
再找呗,那我把东西放到车库
那我把东西放到车库,好 好
好 好,打烊了
打烊了,还没 我们营业时间很弹性的
还没 我们营业时间很弹性的,还有吃的没有
还有吃的没有,一整天都还没吃
一整天都还没吃,是啊
是啊,分我一半呗
分我一半呗,我再做一份新的给你吧
我再做一份新的给你吧,我先热个汤 给你垫垫胃
我先热个汤 给你垫垫胃,你先坐 老位子
你先坐 老位子,石老板 你这沙发卖不卖
石老板 你这沙发卖不卖,说来挺逗的
说来挺逗的,我在我们家床上躺的时候老失眠
我在我们家床上躺的时候老失眠,但只要坐在你们家沙发上就犯困
但只要坐在你们家沙发上就犯困,动不动就睡着
动不动就睡着,你说怪不怪
你说怪不怪,我也觉得挺怪的
我也觉得挺怪的,每次看你在这吃完饭 就在我这睡了
每次看你在这吃完饭 就在我这睡了,我开的是餐馆
我开的是餐馆,不是旅馆
不是旅馆,你们该不会在饭菜里下药了吧
你们该不会在饭菜里下药了吧,这饭可以乱吃
这饭可以乱吃,话可不能乱讲
话可不能乱讲,我这是正经开店的
我这是正经开店的,你是正经人啊
你是正经人啊,你失望啊
你失望啊,好失望啊
好失望啊,做吧
做吧,坐吧
坐吧,爸这是什么意思啊
爸这是什么意思啊,跟大哥打电话说话阴阳怪气的
跟大哥打电话说话阴阳怪气的,告黑状呢
别往家里带,能保证吗
到外面吃饭去,你会不会说话呀
你会不会说话呀,到外面吃
到外面吃,那得多贵呀
那得多贵呀,还是花咱俩的钱哪
还是花咱俩的钱哪,你自己想想你爸住进来以后
你自己想想你爸住进来以后,咱俩的生活水平是不是下降了
咱俩的生活水平是不是下降了,你多久没带我出去浪漫了
咱们去吃牛排好吗,我不要
你要什么呀,我跟你说啊 这个事情我想过了
我跟你说啊 这个事情我想过了,我跟你爸真的挺难相处的
我跟你爸真的挺难相处的,你爸他怕冷
你爸他怕冷,他老关窗户
他老关窗户,他又不爱洗澡
他又不爱洗澡,你说老不洗澡那身上有味啊
你说老不洗澡那身上有味啊,我真受不了
我真受不了,我想过了 这么解决啊
我想过了 这么解决啊,每天晚上呢 我就多加班
每天晚上呢 我就多加班,晚点回来
晚点回来,省得我回来以后跟他磕磕碰碰的
省得我回来以后跟他磕磕碰碰的,在我回来之前
在我回来之前,你呢 让他洗个澡
那你加班 多累啊,就这么定了
散散心,散会吧
加班哪,小李
那多不好意思啊,没事我帮你
而且啊 抗疲劳,谢谢了
谢谢了,早点回家陪媳妇吧
辛苦了,不辛苦应该的
不辛苦应该的,主任再见
再见,明玉
明玉,师傅您说
师傅您说,传闻 刘鎏金出高价要把你给挖过去
传闻 刘鎏金出高价要把你给挖过去,有这事吗
有这事吗,有啊
有啊,不仅是鎏金
不仅是鎏金,还有另外两家公司
还有另外两家公司,都是通过猎头公司找我
都是通过猎头公司找我,还有
还有,还有另外两家
还有另外两家,另外两家叫什么名字
另外两家叫什么名字,我不想说
我不想说,规矩啊 我知道
规矩啊 我知道,学的挺透彻的你
学的挺透彻的你,为什么要瞒着我
为什么要瞒着我,我要是对您不满
我要是对您不满,对现状不满
对现状不满,我就会拿别人的开价来要挟您了
我就会拿别人的开价来要挟您了,我不说
我不说,是因为我满足现状
是因为我满足现状,别无他心
别无他心,师傅 谁又有人到您那煽风点火了吧
师傅 谁又有人到您那煽风点火了吧,半年前的事
半年前的事,这会儿搬出来中伤我
这会儿搬出来中伤我,估计还是跟我开了两个老臣有关吧
估计还是跟我开了两个老臣有关吧,说说
说说,老倪和老樊过去一直抱怨公司不重用他们
老倪和老樊过去一直抱怨公司不重用他们,这一次咱们要进军西南市场
这一次咱们要进军西南市场,我想着给他们一个机会
我想着给他们一个机会,就放手让他们去干
就放手让他们去干,没想到这俩人还是不争气
没想到这俩人还是不争气,折腾了一个多月
折腾了一个多月,推广经费报销了100多万
推广经费报销了100多万,才拉来了1000多万的短期业务
才拉来了1000多万的短期业务,还不如原先两广地区销向西南的量呢
还不如原先两广地区销向西南的量呢,关键是俩人行事太高调了
关键是俩人行事太高调了,引得鎏金那几家公司发现了新动向
引得鎏金那几家公司发现了新动向,也开始向西南地区进军
也开始向西南地区进军,我不得已撤了他们俩
我不得已撤了他们俩,换了新人顶上了
换了新人顶上了,我要是没猜错的话
我要是没猜错的话,这把火是孙副总点的吧
这把火是孙副总点的吧,动了他的人
动了他的人,他当然会不高兴
他当然会不高兴,估计接下来他就该拿洪总的事情做文章了
估计接下来他就该拿洪总的事情做文章了,这事我心里有数
这事我心里有数,好
好,先不说这事
先不说这事,柳青
柳青,柳青又怎么了
柳青又怎么了,我听说他要入赘
我听说他要入赘,怎么回事
怎么回事,这事我清楚
这事我清楚,那家公司我也了解
那家公司我也了解,虽说女儿是总裁
虽说女儿是总裁,但是管事儿的还是爹
但是管事儿的还是爹,即便柳青真要入赘
即便柳青真要入赘,那爹也不可能让一个外人白捡胜利果实
那爹也不可能让一个外人白捡胜利果实,柳青是聪明人
柳青是聪明人,他不会看不到这一点的
他不会看不到这一点的,您放心好了
您放心好了,师傅对近期这些谣言是怎么看呀
师傅对近期这些谣言是怎么看呀,有人啊 想要里应外合 来搞众诚哪
有人啊 想要里应外合 来搞众诚哪,您是说孙副总
您是说孙副总,只要你们江南江北不动
只要你们江南江北不动,就出不了什么大事
就出不了什么大事,明白
明白,难怪我不在公司这几天
难怪我不在公司这几天,关于鎏金挖我的谣言就满天乱飞
关于鎏金挖我的谣言就满天乱飞,闹了半天是他们自己放的风
闹了半天是他们自己放的风,这招真够狠的
这招真够狠的,你还是直接去跟孙副总摊牌吧
你还是直接去跟孙副总摊牌吧,擒贼先擒王
擒贼先擒王,免得集团因为内部斗争搞得人心惶惶的
这丽丽怕狗,师父
师父,怎么
怎么,不是 我怕他使阴招
不是 我怕他使阴招,他使阴招 他这次使的阴招你接着了吗
他使阴招 他这次使的阴招你接着了吗,这以后啊 该带你经见的场面我会带你去的
这以后啊 该带你经见的场面我会带你去的,洪总那边 我会尽快想办法解决
洪总那边 我会尽快想办法解决,您放心
您放心,这事你就不用再管了
这事你就不用再管了,回去好好休息
回去好好休息,为什么
为什么,拿着
拿着,师傅 您这个干嘛
师傅 您这个干嘛,你的母亲过世这么大的事情
你的母亲过世这么大的事情,连我也不说
连我也不说,还当我是不是师傅
还当我是不是师傅,这事 主要跟工作也没关系
这事 主要跟工作也没关系,我主要是怕我说了会给别人添麻烦
我主要是怕我说了会给别人添麻烦,我是别人吗
我是别人吗,拿着
拿着,去好好休息
去好好休息,什么事都不要管了
什么事都不要管了,在哪儿呢
在哪儿呢,我刚跟我师傅分开
我刚跟我师傅分开,这我知道 那什么 关于我的事儿
这我知道 那什么 关于我的事儿,老蒙有态度了吗
老蒙有态度了吗,你想要点什么态度
你想要点什么态度,电话里不好说
电话里不好说,咱们碰面聊
咱们碰面聊,行
行,你请我吃饭吧
你请我吃饭吧,我给你发定位
我给你发定位,你叹什么气啊
你叹什么气啊,外面弄干净没
外面弄干净没,还有味儿没
每个角落只有消毒水的味道了,苏明成
苏明成,你自己说说
你自己说说,你当初娶我的时候
你当初娶我的时候,你怎么跟我妈保证的
你怎么跟我妈保证的,我现在在家做这种事情啊
我现在在家做这种事情啊,天天这样 连续好几天了
天天这样 连续好几天了,有完没完啊
有完没完啊,这要用我妈的话说 那叫劳动改造你知道吗
这要用我妈的话说 那叫劳动改造你知道吗,想不想去我们家吃饭了
我爸不是把狗弄出去了吗,你少跟我说这些
你少跟我说这些,这家里面除了狗的味道
这家里面除了狗的味道,还有别的味道你不知道啊
他回来 我安排他洗澡,能做到吗
看我的,你千万别说是我
我不会出卖你的,来来来
来来来,快坐快坐
快坐快坐,说吧 这股阴风一吹
说吧 这股阴风一吹,老孟是信了还是没信
老孟是信了还是没信,我师傅要是那么容易让我看清楚他的心思
我师傅要是那么容易让我看清楚他的心思,还是我师傅吗
还是我师傅吗,别卖关子了
别卖关子了,这姓孙的这么一折腾
这姓孙的这么一折腾,老蒙会不会收拾我
老蒙会不会收拾我,怕了
怕了,我这叫怕吗
我这叫怕吗,我这是不愿意跟老蒙伤了和气
我这是不愿意跟老蒙伤了和气,让那孙子得了利
让那孙子得了利,这姓孙的是够孙子的
这姓孙的是够孙子的,但你撬人家的女人也不是君子所为吧
但你撬人家的女人也不是君子所为吧,他还真能吹 什么时候成他的女人了
他还真能吹 什么时候成他的女人了,你就说有这事没这事
你就说有这事没这事,这事我给你掰扯清楚了
这事我给你掰扯清楚了,人家艾米是一堂堂的总裁千金
人家艾米是一堂堂的总裁千金,什么时候能看上他了
什么时候能看上他了,谁不知道他是结了婚
谁不知道他是结了婚,有老婆 孩子都快上中学了
有老婆 孩子都快上中学了,我这不一样
我这不一样,我这一表人才的
我这一表人才的,跟总裁千金两情相悦
跟总裁千金两情相悦,这有什么不对吗
这有什么不对吗,再说这事都翻篇了
再说这事都翻篇了,现在不是搭上小米了吗
现在不是搭上小米了吗,我跟你说清楚了啊
我跟你说清楚了啊,这事以后别揪着不放
这事以后别揪着不放,不是我不放过你
不是我不放过你,是人家就没想放过你
是人家就没想放过你,但要我说 这事也未必是件坏事
但要我说 这事也未必是件坏事,这什么意思
这什么意思,你有话就直说
你有话就直说,这本来是你和姓孙之间的私事
这本来是你和姓孙之间的私事,他想借这个机会收拾你
他想借这个机会收拾你,把我拉进去 一块做掉
把我拉进去 一块做掉,除掉咱俩
除掉咱俩,我师傅就只能靠他了
我师傅就只能靠他了,把一件私事变成集团内斗 我师傅能给他好果子吃吗 他这叫搬起石头砸自己的脚
把一件私事变成集团内斗 我师傅能给他好果子吃吗 他这叫搬起石头砸自己的脚,你知道吗
你知道吗,此时此刻 我师傅就在孙副总家呢
此时此刻 我师傅就在孙副总家呢,真的
真的,正在上演一场经典对决
正在上演一场经典对决,你说 结局会怎么样
你说 结局会怎么样,谁知道呢
谁知道呢,反正这姓孙的吧 属于那种为了利益不择手段的人
反正这姓孙的吧 属于那种为了利益不择手段的人,肯定不会轻易认输
肯定不会轻易认输,总之就是一个回合难定终局
总之就是一个回合难定终局,咱就耐心等待吧
咱就耐心等待吧,不服不行啊
不服不行啊,你这么一说 我算明白了
你这么一说 我算明白了,老蒙出手对付姓孙的
老蒙出手对付姓孙的,那也就没有精力收拾我了
那也就没有精力收拾我了,你安分一点
咱 你就别老逼爸洗澡了,我逼着爸洗澡
你也别挑三拣四,我挑三拣四
你放心吧 爸 赶紧睡,一共是680
一共是680,六百八
六百八,菜钱是200
菜钱是200,服务费算480
服务费算480,服务费这么高
服务费这么高,今天心情不太好
今天心情不太好,所以服务费收高一点
所以服务费收高一点,给你700
给你700,不用找 算你的小费
你跟明成 吵架了,没有啊
你俩出什么事了,我们俩没事
你跟妈说实话,明成他爸搬到我们家来住了吗
明成他爸搬到我们家来住了吗,明成想在家陪他爸嘛
明成想在家陪他爸嘛,我突然就觉得 我也很久没有回来陪你们了
我突然就觉得 我也很久没有回来陪你们了,我也可想你们了
我也可想你们了,回来陪你们住几天
诶,是啊
是啊,我昨天回来家以后
我昨天回来家以后,我发现我手机没电了
我发现我手机没电了,就关机睡觉了
就关机睡觉了,明成他打电话到家里来
明成他打电话到家里来,肯定是担心我嘛
肯定是担心我嘛,想看我是不是到家睡觉了没有
真是这样,是啊
是啊,我骗你干嘛呀
搓个澡,都已经一个星期了
都已经一个星期了,下周 我还有三次面试的机会
下周 我还有三次面试的机会,现在IT不好找工作 换个工作试试吧
现在IT不好找工作 换个工作试试吧,换什么呀
换什么呀,我学的就是这个 除了IT 不会干别的
很难啃吧,与洪氏集团的谈判失利 确实责任在我
与洪氏集团的谈判失利 确实责任在我,我会想办法弥补
我会想办法弥补,对不住了 各位领导
你一向是很守时的,这和我的私事有关
这和我的私事有关,我就不在这说了吧
我就不在这说了吧,请领导们理解
恐就更加举步维艰了,西南地区的失利 确实是我用人有误
西南地区的失利 确实是我用人有误,我们已经重新换人
我们已经重新换人,但愿还能亡羊补牢
但愿还能亡羊补牢,可是一码归一码
可是一码归一码,这件事情我们是有责任
这件事情我们是有责任,但是与洪氏集团谈判失利是没有任何关联的
但是与洪氏集团谈判失利是没有任何关联的,孙副总
孙副总,您应该最了解 与洪氏集团的合作
您应该最了解 与洪氏集团的合作,对我们西南地区的开发 最多算是锦上添花
对我们西南地区的开发 最多算是锦上添花,并不是必要条件
并不是必要条件,您说呢
你换谁也没有用啊,江南的战略决策没有问题
你就那么相信你的策略 没有问题,多说无益呀
多说无益呀,我们也只能用下个月的销售业绩来替自己说话了
拭目以待,请领导们放心
请领导们放心,东西我收下了
东西我收下了,你走吧
我得带你回家,我为什么要回去
我为什么要回去,事情都没有解决
家里也打扫干净了,我在意的根本不是这个
我在意的根本不是这个,你不知道自己错哪是不是啊
我知道啊,错哪了
我怎么能对老婆这个态度呢 这么说话是很不礼貌的,对呀
对呀,明明是你自己说 你要去哄爸爸去洗澡
明明是你自己说 你要去哄爸爸去洗澡,最后怎么变成我
最后怎么变成我,我逼着爸 我嫌弃爸 怎么全是我的错呀
我逼着爸 我嫌弃爸 怎么全是我的错呀,怎么全是我的错呀
怎么全是我的错呀,怎么回事
以后不可以这样,那以后再发生这种情况
那以后再发生这种情况,怎么办
我都是错的,下次还敢
下次还敢,惹我生气吗
你怎么长这么漂亮啊,行了
行了,你少哄我
我说的全是实话,老公
老公,其实我也仔细想了想
其实我也仔细想了想,这件事情吧 我也有做得不好的地方
这件事情吧 我也有做得不好的地方,不管发生什么事情
不管发生什么事情,我都不该对爸发脾气
我都不该对爸发脾气,不该那样跟他说话
不该那样跟他说话,我错了
否则的话爸得难受一辈子,行了 我知道了
行了 我知道了,反正以后咱们都不要再说爸了
反正以后咱们都不要再说爸了,行吗
好,再说了
再说了,就算冲着妈
就算冲着妈,我也不该这样对爸呀
我也不该这样对爸呀,我应该对爸好一点
我应该对爸好一点,你说你妈在世的时候对我多好啊
你说你妈在世的时候对我多好啊,每次去你家呢 她都会准备我喜欢喝的抹茶酸奶
每次去你家呢 她都会准备我喜欢喝的抹茶酸奶,而且我都不敢跟你妈说我喜欢吃什么
而且我都不敢跟你妈说我喜欢吃什么,她肯定会做好了
她肯定会做好了,等着咱俩回去
等着咱俩回去,如果妈没走该多好啊
如果妈没走该多好啊,爸也不会搬到咱们家来住了
爸也不会搬到咱们家来住了,就不会有这么多事情
就不会有这么多事情,老公
老公,你都不知道 我现在有多怀念咱俩的二人世界
你都不知道 我现在有多怀念咱俩的二人世界,以前吧 我就盼着每天早点下班
以前吧 我就盼着每天早点下班,因为回到家以后呢 我就能看见那么阳光的你
因为回到家以后呢 我就能看见那么阳光的你,你抱着我
你抱着我,咱俩一块吃外卖
咱俩一块吃外卖,聊聊天
聊聊天,那样的生活多美好啊
那样的生活多美好啊,我真的觉得好幸福
我真的觉得好幸福,可是现在你爸搬过来以后
可是现在你爸搬过来以后,你有没有觉得咱俩每天跟偷情似的
爸的签证很快就下来了,怎么样啊
怎么样啊,联系上明玉了吗
关机,关机 那怎么办呀
关机 那怎么办呀,给她发个微信呗 告诉她一声
哥,明成
明成,咱爸怎么样了
食物中毒 没事,食物中毒
食物中毒,他吃什么了
鸭脖子,明成啊
明成啊,你怎么能给他买鸭脖子呢
他自己买的,他买的你就让他吃啊
他买的你就让他吃啊,你是怎么照顾爸的
你是怎么照顾爸的,你能不能上点心哪
天天,那还不是因为你不给爸做饭
那还不是因为你不给爸做饭,你天天让他吃外卖
你天天让他吃外卖,他觉得不好吃
他觉得不好吃,他自然自己你出去买了
他自然自己你出去买了,老二啊 就你们这样的生活方式
老二啊 就你们这样的生活方式,因为你们年轻身体好
因为你们年轻身体好,你们无所谓
你们无所谓,可咱爸年龄大了
可咱爸年龄大了,他的肠胃本来就不好
他的肠胃本来就不好,明成 不是我说你啊 你真的应该多关心一下咱爸
明成 不是我说你啊 你真的应该多关心一下咱爸,你记住了
你记住了,最近这段时间一定要注意饮食卫生
最近这段时间一定要注意饮食卫生,千万别给爸再吃外卖了
千万别给爸再吃外卖了,对了 还有啊 明玉怎么回事
对了 还有啊 明玉怎么回事,她为什么不接电话
她为什么不接电话,你看你们两个人搞的
你看你们两个人搞的,一个让爸食物中毒
一个让爸食物中毒,一个永远不接电话
一个永远不接电话,有这么做儿女的吗
你这点事不懂啊 你教训我啊你,怎么还吵起来了
他在美国天天想清楚,行了 大哥不是离得远
行了 大哥不是离得远,他是不知道实际情况嘛
他是不知道实际情况嘛,这里面有误会啊
这里面有误会啊,你也不该跟他这么说话呀
你也不该跟他这么说话呀,多伤兄弟感情
我真受不了了,行了
咱俩一块走了算了,你别胡说八道行不行
你别胡说八道行不行,现在怎么办
那给他做呗,做饭 谁做
我在我做 你在你做,我做饭
我做饭,苏明成
苏明成,咱俩结婚的时候不是说好了的吗
咱俩结婚的时候不是说好了的吗,什么时候轮到我做饭了呀
什么时候轮到我做饭了呀,再说了 我做饭那水平你又不是不知道
再说了 我做饭那水平你又不是不知道,我万一做的不好吃
我万一做的不好吃,那爸肯定得不满意啊
那爸肯定得不满意啊,他跟我过不去怎么办
他跟我过不去怎么办,还有 再出个什么问题
还有 再出个什么问题,他吃得不舒服了
他吃得不舒服了,那责任全在我身上吗
没几天了,喂 大哥
喂 大哥,明玉 你怎么不接电话呢
明玉 你怎么不接电话呢,我刚下飞机 什么事儿
我刚下飞机 什么事儿,咱爸病了
咱爸病了,什么病
什么病,食物中毒 拉肚子
食物中毒 拉肚子,去医院了吗
去医院了吗,你现在赶紧去看看
你现在赶紧去看看,我特别担心他
我特别担心他,苏明成两口子怎么管的爸
苏明成两口子怎么管的爸,你先别说这个啊
你先别说这个啊,你替大哥去老二家看看
你替大哥去老二家看看,看看老二整天给爸吃什么
看看老二整天给爸吃什么,我过不去
我过不去,我人在成都呢 你还是给苏明成打电话
我人在成都呢 你还是给苏明成打电话,你怎么这么跟他们说话呀
你怎么这么跟他们说话呀,人明玉忙
人明玉忙,再说 爸就是拉肚子
再说 爸就是拉肚子,又不怪明成
又不怪明成,你别向着他们说话
你别向着他们说话,有他们这么做的吗
有他们这么做的吗,明成照顾才几天啊
明成照顾才几天啊,我爸就食物中毒了
我爸就食物中毒了,还有这个明玉
还有这个明玉,永远不接电话
永远不接电话,是怎么当儿女的
是怎么当儿女的,回头你把二楼的客房收拾出来
回头你把二楼的客房收拾出来,为什么呀
为什么呀,我现在要抓紧时间
我现在要抓紧时间,把我爸签证的资料弄好
把我爸签证的资料弄好,整理好了就给明成发过去
整理好了就给明成发过去,一天都不能等了
一天都不能等了,你觉得 现在让爸来合适吗
